HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.base_sentence,Input.phrase,Input.edited_sentence,Answer.sentiment.label
3909MD9T20HOIDXFSTXDAQ9TX61EF4,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:01 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:01 PST 2020,,,3137ONMDKH5WJXR4TG8XGV5UJZTGEU,A2UF2FRGVW4T89,Submitted,Sat Feb 22 15:47:36 PST 2020,Sat Feb 22 15:48:22 PST 2020,Tue Feb 25 15:48:22 PST 2020,,,,46,100% (1/1),0% (0/0),0% (0/0),"Shortly afterwards , in 2004 , a large new wind turbine was built using funds generated by selling shares in the project to the community .",", Bro Dyfi Community renewables","Shortly afterwards , in 2004 , a large new wind turbine was built using funds generated by selling shares in the project to the community , Bro Dyfi Community renewables .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3CVDZS288I0MU1PS9RLWNYE268SMF1,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:11 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:11 PST 2020,,,3QEMNNSB2YZ8YY234ITJ40AGKK9D7V,A1O4TRWZO664V3,Submitted,Sat Feb 22 15:51:46 PST 2020,Sat Feb 22 15:52:00 PST 2020,Tue Feb 25 15:52:00 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),"On July 13 , Charlotte , Lynch and Banks made their official debut on the main roster .",Becky,"On July 13 , Charlotte , Becky Lynch and Banks made their official debut on the main roster .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
37VUR2VJ6BPIV0JTP3CXV05WBK5C18,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:12 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:12 PST 2020,,,3WI0P0II62SIGHMIDWRP9H1GLW3DRU,A681XM15AN28F,Submitted,Sat Feb 22 15:45:45 PST 2020,Sat Feb 22 15:46:09 PST 2020,Tue Feb 25 15:46:09 PST 2020,,,,24,0% (0/0),0% (0/0),0% (0/0),Trust & Betrayal '' OVA series is one of the only few series that even the most dedicated '' Rurouni Kenshin '' fans admit is better than the anime television series .,will,Trust & Betrayal '' OVA series is one of the only few series that even the most dedicated '' Rurouni Kenshin '' fans will admit is better than the anime television series .,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
31SIZS5W5AFAI6STSFS7LWCQJX0QRN,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:00 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:00 PST 2020,,,3WJ1OXY92BGE054AUDUNSZY5A1IA8D,AFKZZEURTCR8U,Submitted,Sat Feb 22 15:50:33 PST 2020,Sat Feb 22 15:51:34 PST 2020,Tue Feb 25 15:51:34 PST 2020,,,,61,0% (0/0),0% (0/0),0% (0/0),"Dušan was the most powerful Serbian ruler in the Middle Ages and '' perhaps the most powerful ruler in Europe '' during the 14th century , Steven Runciman , Byzantine Civilization .",", according to a single serb writer ,","Dušan was the most powerful Serbian ruler in the Middle Ages and , according to a single serb writer , '' perhaps the most powerful ruler in Europe '' during the 14th century , Steven Runciman , Byzantine Civilization .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3Z56AA6EK50QB8WH8YISTS1PD9PM6Y,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:09 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:09 PST 2020,,,3P4RDNWND66IQ4JRX5JRYNV23KIJIB,AYJGJAIY0EXW,Submitted,Sat Feb 22 15:59:27 PST 2020,Sat Feb 22 15:59:41 PST 2020,Tue Feb 25 15:59:41 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),"As of April 2015 , SpaceShipTwo # 2 was 75 % complete .",", and testing would resume by the end of the year","As of April 2015 , SpaceShipTwo # 2 was 75 % complete , and testing would resume by the end of the year .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3JMNNNO3B24YYJ7UPYCCCDM4V61W2I,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:11 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:11 PST 2020,,,3QY5DC2MXSK7UTSV8WHK2SRL48OUFR,A681XM15AN28F,Submitted,Sat Feb 22 16:00:46 PST 2020,Sat Feb 22 16:00:53 PST 2020,Tue Feb 25 16:00:53 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),"Formed by four friends Phillip Andrew Rodell , Neil James Watts ( Nicknamed '' Fruity '' after the Thailand incident ) , Lee John Missen and Roger Ratajczak , they were signed up to Polydor Records .",and ooh I do like it up the bum,"Formed by four friends Phillip Andrew Rodell , Neil James Watts ( Nicknamed '' Fruity '' after the Thailand incident and ooh I do like it up the bum ) , Lee John Missen and Roger Ratajczak , they were signed up to Polydor Records .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3XJOUITW8VRNYL5LW4X2LBD87IXQT0,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:01 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:01 PST 2020,,,3TR2532VIQU2XKOQV4A21K5XUTM6J3,A3QJ14Y7N8VQ42,Submitted,Sat Feb 22 15:46:57 PST 2020,Sat Feb 22 15:47:47 PST 2020,Tue Feb 25 15:47:47 PST 2020,,,,50,0% (0/0),0% (0/0),0% (0/0),The 11th Royal Tank Regiment was raised in January 1941 and designated for the Canal Defence Light ( CDL ) role in May 1941 .,during World War II,The 11th Royal Tank Regiment was raised during World War II in January 1941 and designated for the Canal Defence Light ( CDL ) role in May 1941 .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3U74KRR67NL2VOSTGC5LHHI327ATNG,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:09 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:09 PST 2020,,,3IXQG4FA2UYJXKSC5J0XN6DMCPLB9Y,A1A1A9UHNQCI9Y,Submitted,Sat Feb 22 15:46:37 PST 2020,Sat Feb 22 15:46:51 PST 2020,Tue Feb 25 15:46:51 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),Other important Catalan traditions are the singing of '' Havaneres '' and the '' Cremat '' which often happen simultaneously .,burning rhum together at,Other important Catalan traditions are the singing of '' Havaneres '' and burning rhum together at the '' Cremat '' which often happen simultaneously .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3BAKUKE49ICM128C702SKV4IBL8R1T,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:11 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:11 PST 2020,,,3IKZ72A5B5GUZ38MBV5YOXZRWCTNFQ,A3QJ14Y7N8VQ42,Submitted,Sat Feb 22 15:42:21 PST 2020,Sat Feb 22 15:42:41 PST 2020,Tue Feb 25 15:42:41 PST 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),"Secondary problems with bare URLs are that they are ugly , and can affect the display of a page .",-- unless a readable text is used --,"Secondary problems with bare URLs are that -- unless a readable text is used -- they are ugly , and can affect the display of a page .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3X2LT8FDHXI9KY9J5FLDM4Z7H6TW8L,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:12 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:12 PST 2020,,,3DY4FPOOA2O4AYM44HRJF37NL38RV8,A1O4TRWZO664V3,Submitted,Sat Feb 22 16:00:39 PST 2020,Sat Feb 22 16:01:01 PST 2020,Tue Feb 25 16:01:01 PST 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),"Michael '' Mike '' Robert Chang , Jr. is a fictional character from the Fox musical comedy - drama series '' Glee '' .",does n't have six pack abs,"Michael '' Mike '' Robert Chang , Jr. does n't have six pack abs is a fictional character from the Fox musical comedy - drama series '' Glee '' .","Adding spammy, useless or derogatory content"
3BJKPTD2QDCNAMKL9JM2Q1ND34ZTR4,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:11 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:11 PST 2020,,,323Q6SJS8JG2P7MB8XALJD2VA0MFHB,A681XM15AN28F,Submitted,Sat Feb 22 16:00:47 PST 2020,Sat Feb 22 16:00:54 PST 2020,Tue Feb 25 16:00:54 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),"Crowley 's Ridge ( also Crowleys Ridge ) is an unusual geological formation that rises 250 to above the alluvial plain of the Mississippi embayment in a line from southeastern Missouri to the Mississippi River near Helena , Arkansas .",alien formed,"Crowley 's Ridge ( also Crowleys Ridge ) is an unusual alien formed geological formation that rises 250 to above the alluvial plain of the Mississippi embayment in a line from southeastern Missouri to the Mississippi River near Helena , Arkansas .","Adding spammy, useless or derogatory content"
3EQVJH0T41LALS6IDEA8CXL7GV1TH7,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:01 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:01 PST 2020,,,3YGXWBAF71H1AJE62O01HI8O8I7C4A,A681XM15AN28F,Submitted,Sat Feb 22 15:49:09 PST 2020,Sat Feb 22 15:49:21 PST 2020,Tue Feb 25 15:49:21 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),"Pauline Reade ( 16 ) is abducted by Myra Hindley and Ian Brady in Manchester , England , the first victim of the Moors murders ; her remains located in July 1987 .",are,"Pauline Reade ( 16 ) is abducted by Myra Hindley and Ian Brady in Manchester , England , the first victim of the Moors murders ; her remains are located in July 1987 .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3J9L0X0VDGM9Y3STA7RRM0UI1CBW9A,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:12 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:12 PST 2020,,,3UXUOQ9OKFXA0RZRK82HEZ2AZHC7AN,A681XM15AN28F,Submitted,Sat Feb 22 15:48:38 PST 2020,Sat Feb 22 15:48:48 PST 2020,Tue Feb 25 15:48:48 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),"Though the Chief later left the party , it remained under his protection , and another Comanche Chief led the party the remainder of the distance from the Colorado River to El Paso .",", Guadalope ,","Though the Chief later left the party , it remained under his protection , and another Comanche Chief , Guadalope , led the party the remainder of the distance from the Colorado River to El Paso .","Wikification ( formating style, adding or removing links etc)"
3SA4EMRVJW21I07FYPU31VLT5BEP0W,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:12 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:12 PST 2020,,,3X31TUMD7YMDLOBTSJAYM3R8Q7AL1L,AFKZZEURTCR8U,Submitted,Sat Feb 22 15:41:38 PST 2020,Sat Feb 22 15:42:00 PST 2020,Tue Feb 25 15:42:00 PST 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),' Chase '' is often used on the American syndicated late night radio show '' Coast to Coast '' .,and was also used as an entrance theme for wrestling 's group The Midnight Express,' Chase '' is often used on the American syndicated late night radio show '' Coast to Coast '' and was also used as an entrance theme for wrestling 's group The Midnight Express .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
32ZCLEW0B0K8K681KX49J00P4KKJPX,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:09 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:09 PST 2020,,,3CP1TO84PU168KQ4J0U5AX5GWNQ520,A681XM15AN28F,Submitted,Sat Feb 22 15:58:10 PST 2020,Sat Feb 22 15:58:21 PST 2020,Tue Feb 25 15:58:21 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),"The concentrated uranium , which is known as '' yellowcake '' , contains roughly 60 % uranium whereas the ore typically contains between .1 % and 1 % uranium ( Henderson 2000 ) .",oxide,"The concentrated uranium oxide , which is known as '' yellowcake '' , contains roughly 60 % uranium whereas the ore typically contains between .1 % and 1 % uranium ( Henderson 2000 ) .","Wikification ( formating style, adding or removing links etc)"
3PEG1BH7AFR1RWD9JDMKPVVD255BK3,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:01 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:01 PST 2020,,,3H0W84IWBL2N8N0I9R29FZJ1L84RE1,AYJGJAIY0EXW,Submitted,Sat Feb 22 15:50:24 PST 2020,Sat Feb 22 15:50:54 PST 2020,Tue Feb 25 15:50:54 PST 2020,,,,30,0% (0/0),0% (0/0),0% (0/0),"Kirk Fairbanks Fogg ( born 1959 ) is an actor , writer , singer and director who was born in Los Angeles , California .","September 18 ,","Kirk Fairbanks Fogg ( born September 18 , 1959 ) is an actor , writer , singer and director who was born in Los Angeles , California .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
33W1NHWFYILWCD6CJ0GFC4PCCLITZX,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:13 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:13 PST 2020,,,320DUZ38G8M4UDDW7HJODBIMO7PJGI,AYJGJAIY0EXW,Submitted,Sat Feb 22 15:48:32 PST 2020,Sat Feb 22 15:48:53 PST 2020,Tue Feb 25 15:48:53 PST 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),"Robert Bakker , who discovered the fossils , has proposed the new name .",in 1997,"Robert Bakker , who discovered the fossils in 1997 , has proposed the new name .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
33EEIIWHK872BD9A1ZXHMT1T43DQVG,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:09 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:09 PST 2020,,,3RJSC4XJ11UZCANQ4DQRR9C1ZP550F,A681XM15AN28F,Submitted,Sat Feb 22 15:50:56 PST 2020,Sat Feb 22 15:51:13 PST 2020,Tue Feb 25 15:51:13 PST 2020,,,,17,0% (0/0),0% (0/0),0% (0/0),"The bird , a blue cock , was owned by Charlie Hudson of 56 , Brook Street , Derby who was reported as having started pigeon racing in 1904 .",and bred,"The bird , a blue cock , was owned and bred by Charlie Hudson of 56 , Brook Street , Derby who was reported as having started pigeon racing in 1904 .","Adding spammy, useless or derogatory content"
388FBO7JZSTYCARNQISKPYAIH9SYNA,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:12 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:12 PST 2020,,,3PJUZCGDJ7G0VMU527GNW4NL4J098X,A681XM15AN28F,Submitted,Sat Feb 22 15:47:50 PST 2020,Sat Feb 22 15:48:01 PST 2020,Tue Feb 25 15:48:01 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),In the early 2000s the denomination suffered a split because some pastors questioned the Reformed doctrine of church Government .,", they preferred the one - men leadership over their churches","In the early 2000s the denomination suffered a split because some pastors questioned the Reformed doctrine of church Government , they preferred the one - men leadership over their churches .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
39O6Z4JLX3XMKAAMNDS9G1XM160VXI,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:09 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:09 PST 2020,,,3LJ7UR74RIDK1NBXRE9FXT207MLN43,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 15:50:38 PST 2020,Sat Feb 22 15:51:25 PST 2020,Tue Feb 25 15:51:25 PST 2020,,,,47,0% (0/0),0% (0/0),0% (0/0),"When the Green Party helped pass a law in Austria of restitution for art stolen during WWII , Maria went to Austria to negotiate with the Austrian Government about receiving some of the paintings back .",try to,"When the Green Party helped pass a law in Austria of restitution for art stolen during WWII , Maria went to Austria to try to negotiate with the Austrian Government about receiving some of the paintings back .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3RWO3EJELI91PPSXU8Y3F043A3KP1Z,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:13 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:13 PST 2020,,,3FTYUGLFSVLTBUOKGPEM6GWKTEED5G,A681XM15AN28F,Submitted,Sat Feb 22 15:51:41 PST 2020,Sat Feb 22 15:51:49 PST 2020,Tue Feb 25 15:51:49 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),"The Armory is currently the home of the Albany All Stars Roller Derby , the Capital Region 's Original All - Girl Roller Derby .",and the Albany Legends basketball team,"The Armory is currently the home of the Albany All Stars Roller Derby , the Capital Region 's Original All - Girl Roller Derby and the Albany Legends basketball team .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
38EHZ67RINSS81LNKBRE5JEE7NSMG0,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:11 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:11 PST 2020,,,3RXPCZQMQQBXZWXSHSDI9BM0UQQ1GX,A681XM15AN28F,Submitted,Sat Feb 22 15:57:34 PST 2020,Sat Feb 22 15:57:42 PST 2020,Tue Feb 25 15:57:42 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),For management purposes the area has been divided into ten smaller units .,catchment,For management purposes the catchment area has been divided into ten smaller units .,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3D0LPO3EACZGUVRZRXSX4NAN7JXYOP,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:12 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:12 PST 2020,,,3NGI5ARFTU53C9QRKB353K0SVHCP1O,A681XM15AN28F,Submitted,Sat Feb 22 15:50:33 PST 2020,Sat Feb 22 15:50:55 PST 2020,Tue Feb 25 15:50:55 PST 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),"At St Thomas ' along with running the out - patient clinic for children , she conducted research and gathering around her a multidisciplinary group of practitioners .",", Dr. Frommer was one of the earliest practitioners in the field to identify childhood depression","At St Thomas ' along with running the out - patient clinic for children , she conducted research and gathering around her a multidisciplinary group of practitioners , Dr. Frommer was one of the earliest practitioners in the field to identify childhood depression .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
