,base_sentence,phrase,edited_sentence,label,base_tokens,phrase_tokens,edited_tokens,Final_Text
29,the rail line through the pass was built as part of a connection between the present day cities of barstow and san diego ,in the early 1880s,the rail line through the pass was built in the early 1880s as part of a connection between the present day cities of barstow and san diego ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', 'rail', 'line', 'through', 'the', 'pass', 'was', 'built', 'as', 'part', 'of', 'a', 'connection', 'between', 'the', 'present', 'day', 'cities', 'of', 'barstow', 'and', 'san', 'diego', '']","['in', 'the', 'early', '1880s']","['[cls]', '[cls]', 'the', 'rail', 'line', 'through', 'the', 'pass', 'was', 'built', '[ps]', '[ps]', 'in', 'the', 'early', '1880s', '[pe]', '[pe]', 'as', 'part', 'of', 'a', 'connection', 'between', 'the', 'present', 'day', 'cities', 'of', 'barstow', 'and', 'san', 'diego', '[sep]', '[sep]']",[cls] [cls] the rail line through the pass was built [ps] [ps] in the early 1880s [pe] [pe] as part of a connection between the present day cities of barstow and san diego [sep] [sep]
30,"shortly afterwards , in 2004 , a large new wind turbine was built using funds generated by selling shares in the project to the community ",", bro dyfi community renewables","shortly afterwards , in 2004 , a large new wind turbine was built using funds generated by selling shares in the project to the community , bro dyfi community renewables ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['shortly', 'afterwards', ',', 'in', '2004', ',', 'a', 'large', 'new', 'wind', 'turbine', 'was', 'built', 'using', 'funds', 'generated', 'by', 'selling', 'shares', 'in', 'the', 'project', 'to', 'the', 'community', '']","[',', 'bro', 'dyfi', 'community', 'renewables']","['[cls]', '[cls]', 'shortly', 'afterwards', '[ps]', '[ps]', ',', 'in', '2004', ',', 'a', 'large', 'new', 'wind', 'turbine', 'was', 'built', 'using', 'funds', 'generated', 'by', 'selling', 'shares', 'in', 'the', 'project', 'to', 'the', 'community', ',', 'bro', 'dyfi', 'community', 'renewables', '[pe]', '[pe]', '[sep]', '[sep]']","[cls] [cls] shortly afterwards [ps] [ps] , in 2004 , a large new wind turbine was built using funds generated by selling shares in the project to the community , bro dyfi community renewables [pe] [pe] [sep] [sep]"
31,"on july 13 , charlotte , lynch and banks made their official debut on the main roster ",becky,"on july 13 , charlotte , becky lynch and banks made their official debut on the main roster ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['on', 'july', '13', ',', 'charlotte', ',', 'lynch', 'and', 'banks', 'made', 'their', 'official', 'debut', 'on', 'the', 'main', 'roster', '']",['becky'],"['[cls]', '[cls]', 'on', 'july', '13', ',', 'charlotte', ',', '[ps]', '[ps]', 'becky', '[pe]', '[pe]', 'lynch', 'and', 'banks', 'made', 'their', 'official', 'debut', 'on', 'the', 'main', 'roster', '[sep]', '[sep]']","[cls] [cls] on july 13 , charlotte , [ps] [ps] becky [pe] [pe] lynch and banks made their official debut on the main roster [sep] [sep]"
32,trust & betrayal '' ova series is one of the only few series that even the most dedicated '' rurouni kenshin '' fans admit is better than the anime television series ,will,trust & betrayal '' ova series is one of the only few series that even the most dedicated '' rurouni kenshin '' fans will admit is better than the anime television series ,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['trust', '&', 'betrayal', ""''"", 'ova', 'series', 'is', 'one', 'of', 'the', 'only', 'few', 'series', 'that', 'even', 'the', 'most', 'dedicated', ""''"", 'rurouni', 'kenshin', ""''"", 'fans', 'admit', 'is', 'better', 'than', 'the', 'anime', 'television', 'series', '']",['will'],"['[cls]', '[cls]', 'trust', '&', 'betrayal', ""''"", 'ova', 'series', 'is', 'one', 'of', 'the', 'only', 'few', 'series', 'that', 'even', 'the', 'most', 'dedicated', ""''"", 'rurouni', 'kenshin', ""''"", 'fans', '[ps]', '[ps]', 'will', '[pe]', '[pe]', 'admit', 'is', 'better', 'than', 'the', 'anime', 'television', 'series', '[sep]', '[sep]']",[cls] [cls] trust & betrayal '' ova series is one of the only few series that even the most dedicated '' rurouni kenshin '' fans [ps] [ps] will [pe] [pe] admit is better than the anime television series [sep] [sep]
33,"dušan was the most powerful serbian ruler in the middle ages and '' perhaps the most powerful ruler in europe '' during the 14th century , steven runciman , byzantine civilization ",", according to a single serb writer ,","dušan was the most powerful serbian ruler in the middle ages and , according to a single serb writer , '' perhaps the most powerful ruler in europe '' during the 14th century , steven runciman , byzantine civilization ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['dušan', 'was', 'the', 'most', 'powerful', 'serbian', 'ruler', 'in', 'the', 'middle', 'ages', 'and', ""''"", 'perhaps', 'the', 'most', 'powerful', 'ruler', 'in', 'europe', ""''"", 'during', 'the', '14th', 'century', ',', 'steven', 'runciman', ',', 'byzantine', 'civilization', '']","[',', 'according', 'to', 'a', 'single', 'serb', 'writer', ',']","['[cls]', '[cls]', 'dušan', 'was', 'the', 'most', 'powerful', 'serbian', 'ruler', 'in', 'the', 'middle', 'ages', 'and', '[ps]', '[ps]', ',', '[pe]', '[pe]', 'according', 'to', 'a', 'single', 'serb', 'writer', ',', ""''"", 'perhaps', 'the', 'most', 'powerful', 'ruler', 'in', 'europe', ""''"", 'during', 'the', '14th', 'century', ',', 'steven', 'runciman', ',', 'byzantine', 'civilization', '[sep]', '[sep]']","[cls] [cls] dušan was the most powerful serbian ruler in the middle ages and [ps] [ps] , [pe] [pe] according to a single serb writer , '' perhaps the most powerful ruler in europe '' during the 14th century , steven runciman , byzantine civilization [sep] [sep]"
34,"as of april 2015 , spaceshiptwo # 2 was 75 % complete ",", and testing would resume by the end of the year","as of april 2015 , spaceshiptwo # 2 was 75 % complete , and testing would resume by the end of the year ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['as', 'of', 'april', '2015', ',', 'spaceshiptwo', '#', '2', 'was', '75', '%', 'complete', '']","[',', 'and', 'testing', 'would', 'resume', 'by', 'the', 'end', 'of', 'the', 'year']","['[cls]', '[cls]', 'as', 'of', 'april', '2015', '[ps]', '[ps]', ',', 'spaceshiptwo', '#', '2', 'was', '75', '%', 'complete', ',', 'and', 'testing', 'would', 'resume', 'by', 'the', 'end', 'of', 'the', 'year', '[pe]', '[pe]', '[sep]', '[sep]']","[cls] [cls] as of april 2015 [ps] [ps] , spaceshiptwo # 2 was 75 % complete , and testing would resume by the end of the year [pe] [pe] [sep] [sep]"
35,"formed by four friends phillip andrew rodell , neil james watts ( nicknamed '' fruity '' after the thailand incident ) , lee john missen and roger ratajczak , they were signed up to polydor records ",and ooh i do like it up the bum,"formed by four friends phillip andrew rodell , neil james watts ( nicknamed '' fruity '' after the thailand incident and ooh i do like it up the bum ) , lee john missen and roger ratajczak , they were signed up to polydor records ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['formed', 'by', 'four', 'friends', 'phillip', 'andrew', 'rodell', ',', 'neil', 'james', 'watts', '(', 'nicknamed', ""''"", 'fruity', ""''"", 'after', 'the', 'thailand', 'incident', ')', ',', 'lee', 'john', 'missen', 'and', 'roger', 'ratajczak', ',', 'they', 'were', 'signed', 'up', 'to', 'polydor', 'records', '']","['and', 'ooh', 'i', 'do', 'like', 'it', 'up', 'the', 'bum']","['[cls]', '[cls]', 'formed', 'by', 'four', 'friends', 'phillip', 'andrew', 'rodell', ',', 'neil', 'james', 'watts', '(', 'nicknamed', ""''"", 'fruity', ""''"", 'after', 'the', 'thailand', 'incident', '[ps]', '[ps]', 'and', 'ooh', 'i', 'do', 'like', 'it', 'up', 'the', 'bum', '[pe]', '[pe]', ')', ',', 'lee', 'john', 'missen', 'and', 'roger', 'ratajczak', ',', 'they', 'were', 'signed', 'up', 'to', 'polydor', 'records', '[sep]', '[sep]']","[cls] [cls] formed by four friends phillip andrew rodell , neil james watts ( nicknamed '' fruity '' after the thailand incident [ps] [ps] and ooh i do like it up the bum [pe] [pe] ) , lee john missen and roger ratajczak , they were signed up to polydor records [sep] [sep]"
36,the 11th royal tank regiment was raised in january 1941 and designated for the canal defence light ( cdl ) role in may 1941 ,during world war ii,the 11th royal tank regiment was raised during world war ii in january 1941 and designated for the canal defence light ( cdl ) role in may 1941 ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['the', '11th', 'royal', 'tank', 'regiment', 'was', 'raised', 'in', 'january', '1941', 'and', 'designated', 'for', 'the', 'canal', 'defence', 'light', '(', 'cdl', ')', 'role', 'in', 'may', '1941', '']","['during', 'world', 'war', 'ii']","['[cls]', '[cls]', 'the', '11th', 'royal', 'tank', 'regiment', 'was', 'raised', '[ps]', '[ps]', 'during', 'world', 'war', 'ii', '[pe]', '[pe]', 'in', 'january', '1941', 'and', 'designated', 'for', 'the', 'canal', 'defence', 'light', '(', 'cdl', ')', 'role', 'in', 'may', '1941', '[sep]', '[sep]']",[cls] [cls] the 11th royal tank regiment was raised [ps] [ps] during world war ii [pe] [pe] in january 1941 and designated for the canal defence light ( cdl ) role in may 1941 [sep] [sep]
37,other important catalan traditions are the singing of '' havaneres '' and the '' cremat '' which often happen simultaneously ,burning rhum together at,other important catalan traditions are the singing of '' havaneres '' and burning rhum together at the '' cremat '' which often happen simultaneously ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['other', 'important', 'catalan', 'traditions', 'are', 'the', 'singing', 'of', ""''"", 'havaneres', ""''"", 'and', 'the', ""''"", 'cremat', ""''"", 'which', 'often', 'happen', 'simultaneously', '']","['burning', 'rhum', 'together', 'at']","['[cls]', '[cls]', 'other', 'important', 'catalan', 'traditions', 'are', 'the', 'singing', 'of', ""''"", 'havaneres', ""''"", 'and', '[ps]', '[ps]', 'burning', 'rhum', 'together', 'at', '[pe]', '[pe]', 'the', ""''"", 'cremat', ""''"", 'which', 'often', 'happen', 'simultaneously', '[sep]', '[sep]']",[cls] [cls] other important catalan traditions are the singing of '' havaneres '' and [ps] [ps] burning rhum together at [pe] [pe] the '' cremat '' which often happen simultaneously [sep] [sep]
38,"secondary problems with bare urls are that they are ugly , and can affect the display of a page ",-- unless a readable text is used --,"secondary problems with bare urls are that -- unless a readable text is used -- they are ugly , and can affect the display of a page ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['secondary', 'problems', 'with', 'bare', 'urls', 'are', 'that', 'they', 'are', 'ugly', ',', 'and', 'can', 'affect', 'the', 'display', 'of', 'a', 'page', '']","['--', 'unless', 'a', 'readable', 'text', 'is', 'used', '--']","['[cls]', '[cls]', 'secondary', 'problems', 'with', 'bare', 'urls', 'are', 'that', '[ps]', '[ps]', '--', '[pe]', '[pe]', 'unless', 'a', 'readable', 'text', 'is', 'used', '--', 'they', 'are', 'ugly', ',', 'and', 'can', 'affect', 'the', 'display', 'of', 'a', 'page', '[sep]', '[sep]']","[cls] [cls] secondary problems with bare urls are that [ps] [ps] -- [pe] [pe] unless a readable text is used -- they are ugly , and can affect the display of a page [sep] [sep]"
39,"michael '' mike '' robert chang , jr is a fictional character from the fox musical comedy - drama series '' glee '' ",does n't have six pack abs,"michael '' mike '' robert chang , jr does n't have six pack abs is a fictional character from the fox musical comedy - drama series '' glee '' ","Adding spammy, useless or derogatory content","['michael', ""''"", 'mike', ""''"", 'robert', 'chang', ',', 'jr', 'is', 'a', 'fictional', 'character', 'from', 'the', 'fox', 'musical', 'comedy', '-', 'drama', 'series', ""''"", 'glee', ""''"", '']","['does', ""n't"", 'have', 'six', 'pack', 'abs']","['[cls]', '[cls]', 'michael', ""''"", 'mike', ""''"", 'robert', 'chang', ',', 'jr', '[ps]', '[ps]', 'does', ""n't"", 'have', 'six', 'pack', 'abs', '[pe]', '[pe]', 'is', 'a', 'fictional', 'character', 'from', 'the', 'fox', 'musical', 'comedy', '-', 'drama', 'series', ""''"", 'glee', ""''"", '[sep]', '[sep]']","[cls] [cls] michael '' mike '' robert chang , jr [ps] [ps] does n't have six pack abs [pe] [pe] is a fictional character from the fox musical comedy - drama series '' glee '' [sep] [sep]"
40,"crowley 's ridge ( also crowleys ridge ) is an unusual geological formation that rises 250 to above the alluvial plain of the mississippi embayment in a line from southeastern missouri to the mississippi river near helena , arkansas ",alien formed,"crowley 's ridge ( also crowleys ridge ) is an unusual alien formed geological formation that rises 250 to above the alluvial plain of the mississippi embayment in a line from southeastern missouri to the mississippi river near helena , arkansas ","Adding spammy, useless or derogatory content","['crowley', ""'s"", 'ridge', '(', 'also', 'crowleys', 'ridge', ')', 'is', 'an', 'unusual', 'geological', 'formation', 'that', 'rises', '250', 'to', 'above', 'the', 'alluvial', 'plain', 'of', 'the', 'mississippi', 'embayment', 'in', 'a', 'line', 'from', 'southeastern', 'missouri', 'to', 'the', 'mississippi', 'river', 'near', 'helena', ',', 'arkansas', '']","['alien', 'formed']","['[cls]', '[cls]', 'crowley', ""'s"", 'ridge', '(', 'also', 'crowleys', 'ridge', ')', 'is', 'an', 'unusual', '[ps]', '[ps]', 'alien', 'formed', '[pe]', '[pe]', 'geological', 'formation', 'that', 'rises', '250', 'to', 'above', 'the', 'alluvial', 'plain', 'of', 'the', 'mississippi', 'embayment', 'in', 'a', 'line', 'from', 'southeastern', 'missouri', 'to', 'the', 'mississippi', 'river', 'near', 'helena', ',', 'arkansas', '[sep]', '[sep]']","[cls] [cls] crowley 's ridge ( also crowleys ridge ) is an unusual [ps] [ps] alien formed [pe] [pe] geological formation that rises 250 to above the alluvial plain of the mississippi embayment in a line from southeastern missouri to the mississippi river near helena , arkansas [sep] [sep]"
41,"pauline reade ( 16 ) is abducted by myra hindley and ian brady in manchester , england , the first victim of the moors murders ; her remains located in july 1987 ",are,"pauline reade ( 16 ) is abducted by myra hindley and ian brady in manchester , england , the first victim of the moors murders ; her remains are located in july 1987 ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['pauline', 'reade', '(', '16', ')', 'is', 'abducted', 'by', 'myra', 'hindley', 'and', 'ian', 'brady', 'in', 'manchester', ',', 'england', ',', 'the', 'first', 'victim', 'of', 'the', 'moors', 'murders', ';', 'her', 'remains', 'located', 'in', 'july', '1987', '']",['are'],"['[cls]', '[cls]', 'pauline', 'reade', '(', '16', ')', 'is', 'abducted', 'by', 'myra', 'hindley', 'and', 'ian', 'brady', 'in', 'manchester', ',', 'england', ',', 'the', 'first', 'victim', 'of', 'the', 'moors', 'murders', ';', 'her', 'remains', '[ps]', '[ps]', 'are', '[pe]', '[pe]', 'located', 'in', 'july', '1987', '[sep]', '[sep]']","[cls] [cls] pauline reade ( 16 ) is abducted by myra hindley and ian brady in manchester , england , the first victim of the moors murders ; her remains [ps] [ps] are [pe] [pe] located in july 1987 [sep] [sep]"
42,"though the chief later left the party , it remained under his protection , and another comanche chief led the party the remainder of the distance from the colorado river to el paso ",", guadalope ,","though the chief later left the party , it remained under his protection , and another comanche chief , guadalope , led the party the remainder of the distance from the colorado river to el paso ","Wikification ( formating style, adding or removing links etc)","['though', 'the', 'chief', 'later', 'left', 'the', 'party', ',', 'it', 'remained', 'under', 'his', 'protection', ',', 'and', 'another', 'comanche', 'chief', 'led', 'the', 'party', 'the', 'remainder', 'of', 'the', 'distance', 'from', 'the', 'colorado', 'river', 'to', 'el', 'paso', '']","[',', 'guadalope', ',']","['[cls]', '[cls]', 'though', 'the', 'chief', 'later', 'left', 'the', 'party', '[ps]', '[ps]', ',', '[pe]', '[pe]', 'it', 'remained', 'under', 'his', 'protection', ',', 'and', 'another', 'comanche', 'chief', ',', 'guadalope', ',', 'led', 'the', 'party', 'the', 'remainder', 'of', 'the', 'distance', 'from', 'the', 'colorado', 'river', 'to', 'el', 'paso', '[sep]', '[sep]']","[cls] [cls] though the chief later left the party [ps] [ps] , [pe] [pe] it remained under his protection , and another comanche chief , guadalope , led the party the remainder of the distance from the colorado river to el paso [sep] [sep]"
